CarName_Brand,CarName_Model,CarName_ModelYear,CarName_Engine,CarName_Miles,CarName_gears,CarName_Price,CarName_Region,CarName_Dealer
Volkswagen,Golf,2022,Bensin,3594,Manuell,214000,Skåne,Börjessons Bil i Ängelholm AB
Volkswagen,Golf,2017,Bensin,13929,Manuell,114900,Göteborg,Svensk Bilsupport AB
Volkswagen,Polo,2015,Bensin,10795,Manuell,98800,Örebro,Riddermark bil Örebro
Volvo,V90,2019,Diesel,14258,Automat,243900,Örebro,Riddermark bil Örebro
Kia,Sportage,2014,Diesel,20000,Automat,98500,Stockholm,BNA Bilcenter
Volvo,V90,2022,Diesel,5569,Automat,479900,Stockholm,Bilia Täby Volvo
Kia,Sorento,2017,Diesel,7600,Automat,269000,Kalmar,Bil&Invest kalmar AB
Kia,Cee´d,2019,Bensin,5960,Automat,257500,Skaraborg,Svenska Motor Skövde
Volvo,V40,2019,Bensin,9263,Automat,219900,Skåne,Bilmånsson Eslöv Renault/ Begcenter
BMW,320,2016,Diesel,14157,Automat,219900,Skåne,Bilpartner Syd
Volkswagen,T-Roc,2022,Bensin,2069,Automat,264800,Göteborg,Din Bil / Volkswagen Göteborg - Begagnade bilar
Audi,Q2,2021,Bensin,2121,Automat,254000,Stockholm,Din Bil / Audi Hammarby - Begagnade bilar
Volvo,V60,2019,Diesel,19590,Automat,180000,Skåne,
Volvo,V90,2019,Diesel,15544,Automat,279900,Skåne,Bilmånsson i Ängelholm
Volvo,XC40,2020,Diesel,8007,Automat,309900,Skåne,Bilmånsson i Ängelholm
Volvo,V40,2018,Bensin,7163,Manuell,204900,Skåne,Bilmånsson i Ängelholm
Volvo,XC60,2019,Diesel,10853,Automat,329900,Skåne,Bilmånsson i Ängelholm
Volvo,V90,2017,Diesel,14165,Automat,279900,Kalmar,Skobes Bil I Vimmerby
Volkswagen,Touran,2021,Bensin,2662,Automat,359900,Stockholm,Din Bil / Volkswagen Kista - Begagnade bilar
Audi,A4,2015,Diesel,14100,Automat,169900,Skåne,Hedin Bil Bilvaruhuset i Kristianstad - Härlöv
BMW,330,2015,Diesel,9800,Automat,254900,Uppsala,Kamux Uppsala
Kia,Stonic,2021,Bensin,3443,Automat,179900,Stockholm,"Torvalla Bil AB, Värmdö"
BMW,118,2014,Diesel,11900,Manuell,144800,Jönköping,Kamux Jönköping Personbilar
BMW,X3,2020,Bensin,4600,Automat,684900,Skåne,AutoMotive Europe AB
Audi,A4,2017,Diesel,11770,Automat,208000,Stockholm,Autohero
Volkswagen,T-CROSS,2021,Bensin,2081,Automat,209000,Södermanland,Möller Bil Eskilstuna
Volkswagen,Golf,2018,Diesel,14418,Automat,169900,Skåne,J.Larsson Bil
Volvo,S90,2018,Diesel,12100,Automat,298000,Västmanland,
Volkswagen,Touareg,2018,Diesel,11500,Automat,275000,Stockholm,
Kia,Picanto,2017,Bensin,6800,Manuell,89900,Södermanland,
Volkswagen,Polo,2014,Bensin,12711,Automat,114900,Stockholm,Auto SECTOR AB
Audi,E-Tron,2023,Bensin,2500,Automat,549900,Göteborg,Toveks Bil Uddevalla
VW,Passat,2014,Diesel,19119,Automat,99500,Halland,
Audi,A4,2017,Diesel,10940,Automat,210000,Stockholm,
BMW,218,2017,Diesel,10820,Automat,169900,Göteborg,Göteborgs Fordonsmäklare AB
Toyota,Yaris,2015,Bensin,8500,Manuell,94900,Östergötland,Car 4 U
Volvo,V40,2015,Diesel,7400,Automat,159900,Stockholm,Louise Bilsalong
Kia,Rio,2015,Bensin,10200,Automat,129900,Skåne,Motorcity i Svedala AB
Audi,A6,2017,Diesel,14950,Automat,215000,Örebro,
Opel,Insignia,2016,Diesel,10723,Automat,159900,Stockholm,"Riddermark Bil, Täby - Arninge"
Peugeot,2008,2018,Bensin,4912,Automat,174900,Stockholm,"Riddermark Bil, Täby - Arninge"
Volkswagen,T-CROSS,2020,Bensin,4453,Automat,259900,Stockholm,"Riddermark Bil, Täby - Arninge"
Audi,A6,2015,Diesel,17700,Automat,189800,Halland,Kamux Halmstad
Volvo,XC40,2020,Bensin,6800,Automat,274800,Halland,Kamux Halmstad
Volkswagen,Polo,2014,Bensin,9098,Manuell,104900,Skåne,Billyckan AB
Volvo,V90,2019,Diesel,8361,Automat,269400,Jämtland,Riddermark Bil Östersund
Audi,A4,2017,Diesel,12959,Automat,239800,Jämtland,Riddermark Bil Östersund
BMW,320,2018,Diesel,12244,Automat,234800,Östergötland,Riddermark Bil - Linköping
Kia,Cee´d,2015,Bensin,8856,Manuell,124800,Östergötland,Riddermark Bil - Linköping
Opel,Corsa,2022,Bensin,1008,Automat,219900,Skaraborg,Lidköpings Biltjänst
Audi,A1,2014,Bensin,11588,Manuell,129900,Skaraborg,Lidköpings Biltjänst
Audi,A1,2014,Bensin,12891,Manuell,119900,Skaraborg,Lidköpings Biltjänst
Volvo,V40,2017,Diesel,11394,Manuell,149700,Västernorrland,Riddermark Bil Sundsvall
BMW,520,2016,Diesel,11436,Automat,184800,Västernorrland,Riddermark Bil Sundsvall
Audi,RS6,2023,Bensin,712,Automat,1249900,Södermanland,
Volvo,V60,2018,Diesel,13492,Manuell,154900,Skåne,Automilia
Toyota,Auris,2015,Bensin,9600,Manuell,124900,Skåne,Automilia
Peugeot,2008,2014,Diesel,12640,Automat,99900,Skåne,Automilia
BMW,X1,2018,Diesel,9900,Automat,229900,Skåne,Automilia
BMW,X3,2015,Diesel,17600,Automat,169900,Skåne,Automilia
Volvo,V60,2015,Diesel,28011,Manuell,72900,Skåne,Automilia
BMW,320,2016,Diesel,9600,Automat,189900,Skåne,Automilia
Volkswagen,Golf,2014,Bensin,13033,Manuell,109900,Skåne,Automilia
Audi,A1,2016,Bensin,7220,Manuell,124900,Skåne,Automilia
Volkswagen,Passat,2020,Diesel,11943,Automat,259900,Västerbotten,Niemi Bil Skellefteå
Volvo,V60,2022,Diesel,16000,Automat,239900,Jönköping,Smålands bilservice AB
Volvo,V90,2018,Diesel,9819,Automat,349800,Stockholm,Bilbolaget Norrtälje
Kia,CEED,2019,Bensin,9900,Automat,174500,Göteborg,Car Recond
Volkswagen,Tiguan,2020,Bensin,6500,Automat,314900,Stockholm,STHLM Cardeal AB
Audi,A3,2021,Bensin,3220,Manuell,230000,Göteborg,
Kia,Optima,2017,Diesel,13900,Automat,169000,Örebro,
Peugeot,208,2017,Bensin,7000,Manuell,86900,Jönköping,AD Bilar
BMW,520,2018,Diesel,11935,Automat,279500,Göteborg,Bilhuset i Uddevalla AB
Volvo,V40,2015,Diesel,13596,Manuell,129900,Östergötland,Ljungsbro Bilcenter AB
Volkswagen,Tiguan,2021,Diesel,8773,Automat,379900,Östergötland,Ljungsbro Bilcenter AB
Volvo,V40,2019,Diesel,9220,Automat,219900,Östergötland,Ljungsbro Bilcenter AB
Toyota,Auris,2016,Bensin,6866,Manuell,159900,Östergötland,Ljungsbro Bilcenter AB
Toyota,Auris,2018,Bensin,5721,Automat,184900,Östergötland,Ljungsbro Bilcenter AB
Volkswagen,Golf,2021,Bensin,2849,Automat,234900,Östergötland,Ljungsbro Bilcenter AB
Volkswagen,Passat,2022,Diesel,6919,Automat,339900,Stockholm,SolidBil AB
Volvo,V90,2018,Diesel,15971,Automat,248800,Västerbotten,Riddermark Bil - Webblager Norr
Peugeot,3008,2022,Bensin,2995,Automat,324900,Skåne,Mobility Motors Malmö
Audi,Q7,2017,Diesel,12806,Automat,368800,Örebro,Riddermark bil Örebro
Peugeot,3008,2022,Bensin,2650,Automat,324900,Skåne,Mobility Motors Malmö
Peugeot,2008,2020,Bensin,7050,Automat,224400,Göteborg,Riddermark Bil - Webblager Väst
Volvo,V60,2014,Diesel,25491,Automat,119800,Stockholm,"Riddermark Bil, Tyresö"
Opel,Mokka,2014,Diesel,13408,Manuell,94900,Stockholm,"Riddermark Bil, Tyresö"
Volvo,XC60,2017,Diesel,7900,Automat,249500,Östergötland,Söderbergs Bil i Norrköping
Kia,Sportage,2016,Bensin,9361,Manuell,159800,Stockholm,"Riddermark Bil, Tyresö"
Volvo,V40,2019,Bensin,6132,Automat,219500,Halland,Bendt Bil AB
Volkswagen,Tiguan,2021,Bensin,4381,Automat,294900,Göteborg,bilab Kungälv AB
Audi,A5,2023,Bensin,1246,Automat,509000,Stockholm,Din Bil / Audi Smista - Begagnade bilar
Audi,A6,2024,Diesel,1,Automat,499000,Stockholm,Din Bil / Audi Smista - Begagnade bilar
Volkswagen,Passat,2016,Diesel,17387,Automat,153900,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Volkswagen,Golf,2017,Bensin,8289,Automat,298900,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Audi,Q2,2021,Bensin,3550,Manuell,219000,Göteborg,bilab Kungälv AB
Audi,Q2,2024,Bensin,1,Manuell,279000,Stockholm,Din Bil / Audi Smista - Begagnade bilar
Kia,Optima,2017,Diesel,13827,Automat,188500,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
BMW,540,2018,Bensin,6130,Automat,488900,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Volvo,XC70,2015,Diesel,30458,Automat,129900,Jämtland,Handla Bil Östersund
Toyota,Auris,2015,Bensin,18066,Manuell,99800,Skåne,Riddermark Bil AB Webblager Syd
Volvo,XC60,2017,Diesel,12291,Automat,269900,Göteborg,Autolane AB
Kia,Sportage,2014,Diesel,15292,Manuell,119900,Skåne,Göinge bil Osby
Volkswagen,Passat,2019,Diesel,15295,Automat,209900,Norrbotten,J Englund Bil AB
Volkswagen,Golf,2015,Bensin,14250,Manuell,109000,Stockholm,Autohero
BMW,520,2024,Diesel,1385,Automat,538700,Stockholm,Bavaria Kista Begagnade
Kia,Cee´d,2015,Diesel,10880,Manuell,109800,Stockholm,Riddermark bil Nacka
Volvo,V60,2020,Diesel,5675,Automat,308900,Älvsborg,Kamux Borås
Peugeot,3008,2017,Bensin,8943,Automat,189500,Kronoberg,Kronobergs Bilaffär
BMW,X4,2019,Diesel,8622,Automat,478900,Älvsborg,Kamux Borås
Audi,A3,2021,Bensin,1196,Automat,274000,Skåne,Din Bil / Audi Malmö - Begagnade bilar
BMW,140,2018,Bensin,7500,Automat,350000,Göteborg,
Volvo,V60,2017,Diesel,23700,Automat,149900,Kronoberg,Hjalmars Bil AB
Audi,Q7,2017,Diesel,16556,Automat,399900,Stockholm,RCD Bil AB
Volvo,V40,2019,Bensin,5661,Automat,229900,Älvsborg,Brandt Bil - Vänersborg - Johannesbergsvägen
Volvo,XC60,2020,Diesel,14500,Manuell,279000,Kronoberg,Hjalmars Bil AB
Volkswagen,Golf,2018,Diesel,14273,Automat,179900,Stockholm,SolidBil AB
Volkswagen,Passat,2018,Diesel,21413,Automat,164900,Stockholm,Bilsmidigt
Volvo,V90,2018,Diesel,6300,Automat,264900,Halland,Motor AB Halland
Volvo,V40,2015,Bensin,6300,Manuell,149900,Halland,Motor AB Halland
Audi,A6,2015,Diesel,17943,Automat,189000,Stockholm,J's Auto
Volvo,V60,2019,Bensin,8100,Automat,299000,Stockholm,ALD BIL
Audi,A3,2018,Bensin,10337,Automat,229900,Göteborg,Autolane AB
Kia,Picanto,2017,Bensin,9560,Manuell,79900,Skaraborg,First motors
Volvo,V40,2017,Diesel,15341,Manuell,133000,Norrbotten,
Volkswagen,Golf,2021,Bensin,3554,Automat,229800,Uppsala,Möller Bil Uppsala Begagnat
Volkswagen,Golf,2022,Bensin,339,Automat,459000,Västmanland,
Volvo,S60,2017,Diesel,12746,Automat,219800,Västmanland,Riddermark bil Västerås
Audi,A1,2021,Bensin,4300,Manuell,189500,Skaraborg,Toveks Bil
Audi,A1,2021,Bensin,3150,Manuell,199900,Skaraborg,Toveks Bil
Audi,A1,2020,Bensin,3600,Manuell,179900,Skaraborg,Toveks Bil
Volkswagen,Golf,2018,Bensin,10938,Automat,199700,Västernorrland,Riddermark Bil Sundsvall
Volkswagen,Tiguan,2020,Bensin,12170,Automat,279500,Värmland,KDS Bilar AB
Volvo,V90,2020,Bensin,18330,Automat,225000,Värmland,KDS Bilar AB
Volvo,S60,2016,Diesel,17400,Automat,159000,Älvsborg,Fristads Bilcenter AB
Volkswagen,Polo,2014,Bensin,6600,Manuell,99900,Skaraborg,Toveks Bil
Volvo,V40,2014,Diesel,19869,Manuell,109000,Skaraborg,CarCenter Lidköping
BMW,330e,2021,Bensin,9869,Automat,270000,Göteborg,Bilia Outlet Auktioner Hisingen Aröd
Volkswagen,T-CROSS,2023,Bensin,5,Manuell,239000,Göteborg,bilab Kungälv AB
Volvo,XC70,2016,Diesel,18375,Automat,229000,Dalarna,
Kia,Rio,2021,Bensin,3750,Manuell,144900,Göteborg,Hedin Bil - Bilvaruhuset
Volkswagen,Polo,2017,Bensin,3607,Automat,154900,Södermanland,Nyköpings Bilmarknad AB
Audi,Q7,2014,Diesel,14094,Automat,259800,Västerbotten,Riddermark Bil - Webblager Norr
Volvo,XC60,2015,Diesel,15597,Automat,194800,Östergötland,Riddermark Bil - Linköping
BMW,420,2017,Diesel,9856,Automat,269800,Östergötland,Riddermark Bil - Linköping
Audi,Q7,2014,Diesel,15638,Automat,244900,Jämtland,Riddermark Bil Östersund
Volkswagen,Passat,2019,Diesel,13219,Automat,238900,Jämtland,Riddermark Bil Östersund
BMW,118,2023,Bensin,1055,Automat,319900,Göteborg,Carstore Mölndal
Volkswagen,Passat,2015,Diesel,16404,Automat,179800,Jämtland,Riddermark Bil Östersund
Kia,Sorento,2018,Diesel,9886,Automat,329900,Jämtland,Riddermark Bil Östersund
BMW,X5,2018,Diesel,13568,Automat,458900,Jämtland,Riddermark Bil Östersund
Audi,A6,2017,Diesel,10696,Automat,284800,Jämtland,Riddermark Bil Östersund
Volkswagen,Tiguan,2019,Diesel,10425,Automat,298900,Jämtland,Riddermark Bil Östersund
Volkswagen,Tiguan,2018,Diesel,13872,Automat,229900,Jämtland,Riddermark Bil Östersund
Volvo,V90,2018,Diesel,7809,Automat,318900,Jämtland,Riddermark Bil Östersund
Toyota,Avensis,2018,Bensin,9786,Automat,199900,Göteborg,Carstore Mölndal
Volvo,XC60,2014,Diesel,15959,Manuell,168800,Jämtland,Riddermark Bil Östersund
BMW,118,2017,Bensin,7566,Automat,189000,Stockholm,Quality Cars Norrort AB
BMW,X4,2015,Diesel,15890,Automat,239800,Stockholm,Tullinge Bil Sverige AB
BMW,320,2018,Bensin,5984,Automat,274700,Stockholm,DAAL Bil AB
Volkswagen,Passat,2021,Diesel,11701,Automat,259700,Stockholm,DAAL Bil AB
Volkswagen,Golf,2021,Bensin,3112,Automat,249700,Stockholm,DAAL Bil AB
BMW,530,2018,Bensin,11012,Automat,334700,Stockholm,DAAL Bil AB
BMW,530,2018,Bensin,9986,Automat,324700,Stockholm,DAAL Bil AB
Volvo,V60,2014,Diesel,17952,Automat,154700,Stockholm,DAAL Bil AB
Opel,Mokka,2022,Bensin,3340,Automat,229900,Halland,Deluxe Bil Halland AB
Kia,Stonic,2023,Bensin,709,Automat,289900,Västernorrland,Sundströms Bil AB
BMW,220,2015,Diesel,7932,Automat,188900,Kalmar,Riddermark bil Kalmar
Peugeot,308,2020,Bensin,5418,Manuell,194800,Kalmar,Riddermark bil Kalmar
BMW,320,2017,Diesel,17549,Automat,157000,Stockholm,
Volvo,V90,2018,Diesel,17906,Automat,258900,Västerbotten,Riddermark Bil - Webblager Norr
Volkswagen,Passat,2014,Diesel,12907,Automat,154800,Västernorrland,Riddermark Bil Sundsvall
Audi,A6,2020,Diesel,8070,Automat,319000,Halland,AutoHouse AB
Volkswagen,Passat,2021,Diesel,8831,Automat,304700,Stockholm,"Riddermark Bil, Täby - Arninge"
Volkswagen,Touareg,2020,Diesel,11972,Automat,488900,Stockholm,"Riddermark Bil, Täby - Arninge"
Volkswagen,Tiguan,2021,Bensin,2568,Automat,269900,Uppsala,Möller Bil Uppsala Begagnat
Volkswagen,Polo,2016,Bensin,9050,Manuell,109000,Uppsala,Möller Bil Uppsala Begagnat
Toyota,Yaris,2016,Bensin,5515,Manuell,119800,Södermanland,Riddermark Bil - Webblager
BMW,320,2014,Diesel,20200,Manuell,119900,Värmland,Frödings Bil AB
Audi,A7,2020,Diesel,3650,Automat,595000,Västerbotten,Porsche Center Umeå
Audi,A5,2017,Diesel,11899,Automat,249700,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
BMW,520,2014,Diesel,25153,Automat,139800,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Volvo,V90,2018,Diesel,16400,Automat,259000,Skåne,Qualita Cars AB
BMW,X6,2021,Diesel,4723,Automat,929000,Älvsborg,7H Bil AB
Volkswagen,Tiguan,2018,Bensin,13127,Automat,214900,Stockholm,BD Bil
Volkswagen,Tiguan,2018,Diesel,7929,Automat,329900,Stockholm,BD Bil
Volvo,V90,2022,Diesel,3589,Automat,359500,Blekinge,Ahlberg Bil Karlshamn
BMW,118,2016,Diesel,11536,Automat,168900,Stockholm,BD Bil
Audi,Q2,2018,Bensin,8997,Automat,209000,Göteborg,Din Bil / Audi Göteborg - Begagnade bilar
Kia,Cee´d,2020,Bensin,11710,Automat,179900,Skåne,Bilhallen Höör AB
Volvo,V60,2020,Diesel,9400,Automat,299000,Västernorrland,Bilbolaget
Audi,A5,2021,Bensin,3592,Automat,334000,Skåne,Din Bil / Audi Malmö - Begagnade bilar
Volkswagen,Golf,2017,Bensin,8187,Manuell,289900,Stockholm,BD Bil
Volkswagen,Touareg,2020,Diesel,11744,Automat,499900,Skåne,Kristianstad Bilförmedling AB
Volvo,V90,2022,Diesel,3514,Automat,425000,Västerbotten,Bilbolaget Nord AB
Volkswagen,Tiguan,2021,Bensin,4114,Automat,264900,Stockholm,Din Bil / Volkswagen Smista - Begagnade bilar
Volvo,V40,2019,Bensin,4192,Automat,229500,Östergötland,Skobes Bil Motala
Volvo,XC40,2021,Bensin,5702,Automat,279900,Skåne,Bilmånsson i Hörby
Kia,Cee´d,2020,Bensin,4758,Automat,254900,Västmanland,Bil City i Fagersta AB
Volkswagen,T-Roc,2021,Bensin,2742,Automat,249800,Göteborg,Din Bil / Volkswagen Göteborg - Begagnade bilar
Volkswagen,Golf,2020,Bensin,2986,Manuell,199800,Göteborg,Din Bil / Volkswagen Göteborg - Begagnade bilar
Volkswagen,T-CROSS,2021,Bensin,2029,Automat,214900,Göteborg,Din Bil / Volkswagen Göteborg - Begagnade bilar
Volkswagen,Tiguan,2021,Bensin,4320,Automat,264900,Göteborg,Din Bil / Volkswagen Göteborg - Begagnade bilar
Volkswagen,T-Roc,2020,Bensin,3278,Manuell,214900,Stockholm,Din Bil / Volkswagen Kista - Begagnade bilar
Volvo,S60,2016,Diesel,15300,Automat,195000,Skaraborg,Axels Bil AB
Audi,A4,2015,Diesel,15591,Automat,159800,Värmland,Kamux Karlstad
XC60,B4,2020,Diesel,14760,Automat,290000,Dalarna,
Volkswagen,Tiguan,2017,Diesel,17800,Automat,225000,Skaraborg,Axels Bil AB
Volkswagen,Passat,2016,Diesel,19200,Automat,139500,Skaraborg,Axels Bil AB
Volkswagen,Golf,2019,Bensin,7230,Automat,234800,Stockholm,Tullinge Bil Sverige AB
Audi,A6,2021,Diesel,3050,Automat,329000,Stockholm,ALD BIL
Volkswagen,Touran,2018,Diesel,10977,Automat,239000,Södermanland,Bilia Strängnäs Volvo
Volvo,XC40,2021,Bensin,7705,Automat,259000,Södermanland,Bilia Strängnäs Volvo
Volvo,V60,2021,Bensin,7204,Automat,282900,Södermanland,Bilia Strängnäs Volvo
Volvo,XC40,2019,Bensin,1225,Automat,399000,Södermanland,Bilia Strängnäs Volvo
Volkswagen,Golf,2023,Bensin,3810,Manuell,209900,Stockholm,Europeiska Motor - Rissne
Audi,Q5,2020,Diesel,6500,Automat,299500,Skaraborg,Zenas Bil
Audi,A6,2014,Diesel,18959,Automat,140000,Stockholm,
Volkswagen,T-Roc,2021,Bensin,3231,Manuell,199900,Stockholm,Aftén Bil Volkswagen BEG Åkersberga
Volkswagen,T-Roc,2021,Bensin,5535,Manuell,189800,Stockholm,Aftén Bil Volkswagen BEG Åkersberga
Volvo,XC70,2016,Diesel,17390,Automat,236500,Värmland,Skåre Bil AB
Audi,A4,2020,Diesel,7455,Automat,279000,Stockholm,ALD BIL
Volkswagen,Passat,2020,Diesel,4110,Automat,299000,Stockholm,ALD BIL
Volvo,V60,2021,Diesel,7045,Automat,328900,Stockholm,"Riddermark Bil, Täby - Arninge"
Volvo,XC40,2018,Diesel,15737,Automat,264400,Stockholm,"Riddermark Bil, Täby - Arninge"
BMW,520,2024,Diesel,2550,Automat,599000,Skåne,Förenade Bil i Malmö
Volvo,V90,2020,Diesel,7020,Automat,364900,Kalmar,Bilcenter Vimmerby AB
Volvo,XC70,2015,Diesel,19341,Automat,179800,Västernorrland,Riddermark Bil Sundsvall
Peugeot,508,2015,Diesel,3310,Automat,199800,Västmanland,Riddermark bil Västerås
Audi,Q3,2018,Diesel,16336,Automat,194800,Västmanland,Riddermark bil Västerås
BMW,330,2018,Bensin,8626,Automat,258900,Västmanland,Riddermark bil Västerås
BMW,X1,2019,Diesel,6650,Automat,259500,Halland,Bendt Bil AB
Kia,Cee´d,2014,Diesel,11785,Manuell,98900,Stockholm,"Riddermark Bil, Tyresö"
Opel,Corsa,2017,Bensin,9134,Automat,114900,Stockholm,"Riddermark Bil, Tyresö"
Audi,A3,2014,Diesel,15620,Automat,179800,Stockholm,"Riddermark Bil, Tyresö"
BMW,116,2015,Bensin,5450,Manuell,159000,Skåne,Kullabygdens Bil AB
Audi,A6,2023,Diesel,1490,Automat,504900,Halland,Svenstigs Bil AB
Audi,A4,2023,Diesel,1950,Automat,374900,Halland,Svenstigs Bil AB
Volkswagen,Passat,2016,Diesel,15076,Automat,189800,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Volkswagen,Passat,2018,Diesel,10554,Automat,249900,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
BMW,340,2016,Bensin,11202,Automat,349800,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Audi,A6,2016,Diesel,12303,Automat,216900,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
BMW,i3,2016,Bensin,8359,Automat,159000,Stockholm,Bilia Outlet Kungens Kurva
BMW,X3,2017,Diesel,13404,Automat,258900,Östergötland,Riddermark Bil - Linköping
Audi,Q7,2016,Diesel,13793,Automat,359800,Östergötland,Riddermark Bil - Linköping
Audi,A3,2023,Bensin,700,Manuell,259900,Gävleborg,Din Bil / Audi Gävle
Audi,A6,2020,Diesel,8100,Automat,379900,Gävleborg,Din Bil / Audi Gävle
Volkswagen,Golf,2018,Bensin,8233,Manuell,144900,Stockholm,Din Bil / Volkswagen Bredden - Begagnade bilar
Volkswagen,T-Roc,2021,Bensin,4500,Manuell,209800,Halland,Din Bil / Volkswagen Kungsbacka - Begagnade bilar
Audi,RSQ8,2023,Bensin,599,Automat,1495900,Skåne,
BMW,430,2018,Diesel,8491,Automat,299900,Stockholm,Auto Motor Sweden AB
Audi,A4,2015,Diesel,13200,Automat,179900,Stockholm,Auto Motor Sweden AB
Volvo,V40,2019,Diesel,7950,Automat,219900,Göteborg,Kamux Göteborg
BMW,320,2017,Diesel,17270,Automat,214900,Älvsborg,Kamux Borås
Volkswagen,Crafter,2015,Diesel,30000,Manuell,89500,Värmland,Bruksbilar AB
Kia,Sorento,2016,Diesel,13640,Automat,222000,Stockholm,Autohero
Volvo,XC90,2021,Diesel,7585,Automat,569900,Västmanland,Björkmans Bil Erikslund
BMW,530,2014,Diesel,18800,Automat,168800,Skåne,Burlövs Bilar
Volvo,V60,2014,Diesel,15472,Automat,159900,Uppsala,RA Motor Knivsta
Volkswagen,UP!,2015,Bensin,18998,Manuell,54900,Örebro,Keileene Bilar AB
BMW,X1,2017,Diesel,11400,Automat,218700,Västerbotten,Bavaria Skellefteå
Toyota,Aygo,2016,Bensin,5484,Manuell,98900,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Opel,Astra,2023,Bensin,750,Automat,275000,Värmland,
Volvo,XC90,2017,Diesel,16843,Automat,328700,Kalmar,Riddermark bil Kalmar
Opel,Astra,2017,Bensin,6365,Manuell,138800,Kalmar,Riddermark bil Kalmar
BMW,318,2017,Diesel,6689,Manuell,204700,Kalmar,Riddermark bil Kalmar
Volkswagen,Polo,2017,Bensin,4399,Automat,163900,Kalmar,Riddermark bil Kalmar
Volkswagen,Golf,2020,Diesel,18662,Automat,177900,Norrbotten,Norrlands Bil Arvidsjaur
Volvo,XC60,2023,Bensin,505,Automat,509000,Stockholm,Bilia Segeltorp Volvo
Peugeot,208,2017,Bensin,1190,Manuell,119900,Skåne,Örjas Bil AB
BMW,X3,2017,Diesel,12870,Automat,294900,Västerbotten,Roland Arnkvist AB
Kia,Sportage,2015,Diesel,5290,Manuell,189800,Stockholm,Bilsmidigt
Volvo,XC60,2023,Diesel,3674,Automat,399000,Jönköping,Nybergs Bil AB
Volvo,XC90,2023,Bensin,6579,Automat,674500,Uppsala,Bilbolaget Uppsala Kungsgatan
Volvo,V60,2021,Diesel,6470,Automat,339900,Östergötland,Skobes Bil I Kisa
Volvo,V60,2022,Diesel,3800,Automat,389900,Älvsborg,Brandt Bil - Alingsås
Volvo,V90,2018,Diesel,17794,Manuell,186000,Stockholm,BNA Bilcenter
Audi,A4,2019,Bensin,8700,Automat,279000,Skåne,Bilkonsultensyd AB
Volvo,V90,2020,Diesel,21444,Automat,179900,Gävleborg,Bilbolaget Hudiksvall
Volkswagen,Tiguan,2019,Bensin,9999,Automat,299900,Halland,Kungsbacka Autodealer AB
Kia,Optima,2017,Diesel,7924,Automat,209900,Skåne,Hörby Bil
Volvo,V40,2015,Diesel,16093,Automat,164900,Örebro,Bilhallen i Örebro AB
Audi,A1,2014,Bensin,13700,Manuell,89900,Halland,LM Cars
Volvo,V70,2014,Diesel,11756,Automat,164900,Stockholm,"Riddermark Bil, Täby - Arninge"
Volkswagen,Passat,2015,Diesel,10285,Automat,174900,Stockholm,"Riddermark Bil, Täby - Arninge"
Volvo,V60,2015,Diesel,16627,Automat,169000,Jämtland,Storsjöbilar AB
BMW,520,2015,Diesel,14410,Manuell,186000,Stockholm,BNA Bilcenter
Peugeot,3008,2017,Bensin,9418,Automat,218800,Örebro,Riddermark bil Örebro
Volvo,XC60,2015,Diesel,11958,Manuell,189800,Örebro,Riddermark bil Örebro
Volkswagen,Passat,2020,Diesel,15154,Automat,228900,Örebro,Riddermark bil Örebro
Peugeot,408,2024,Bensin,700,Automat,389900,Blekinge,Bilkompani Karlskrona
Volvo,V40,2016,Diesel,15583,Automat,159800,Västernorrland,Riddermark Bil Sundsvall
Volvo,V60,2020,Diesel,5837,Automat,294700,Västernorrland,Riddermark Bil Sundsvall
Kia,Sorento,2016,Diesel,12816,Automat,224800,Jämtland,Riddermark Bil Östersund
Volvo,V90,2017,Diesel,7756,Automat,288900,Jämtland,Riddermark Bil Östersund
Volvo,V60,2020,Diesel,13898,Automat,329900,Jämtland,Riddermark Bil Östersund
BMW,340,2017,Bensin,7969,Automat,339700,Jämtland,Riddermark Bil Östersund
Audi,A6,2018,Diesel,10946,Automat,238400,Jämtland,Riddermark Bil Östersund
Volvo,XC60,2020,Diesel,11527,Automat,298800,Stockholm,SolidBil AB
Kia,Cee´d,2019,Bensin,5401,Automat,209800,Stockholm,Riddermark bil Nacka
BMW,420,2015,Diesel,14602,Automat,214800,Stockholm,Riddermark bil Nacka
Kia,Xceed,2020,Bensin,3374,Automat,229000,Stockholm,SolidBil AB
Volkswagen,Taigo,2023,Bensin,1805,Automat,239900,Stockholm,Din Bil / Volkswagen Bromma - Begagnade bilar
Volkswagen,T-Roc,2021,Bensin,5127,Manuell,194900,Stockholm,Din Bil / Volkswagen Kista - Begagnade bilar
